0,1,2,3,4,brand,model,trim,body_type,fuel_type,transmission_type,engine_capacity_cc,horsepower,exterior_color,interior_color,warranty,city,seller_type,price
-4.777237615323644,-8.017573448143661,104.81685719403126,1.7815007734986157,-5.720254753657172,Jeep,Wrangler Unlimited,Sport,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,Grey,Black,Yes,Abu Dhabi,Dealer,160000
-4.6891872336125235,-7.90993632110287,0.6713905560836211,3.5250414328247843,-4.129091355898755,Toyota,Prado,GXR,SUV,Petrol,Automatic Transmission,4000+ cc,200 - 299 HP,White,Beige,No,Dubai,Dealer,129000
-4.7692406070670454,-7.990825155425877,662.240410516653,0.7942322994863601,21.290442702143608,Mercedes-Benz,A-Class,A 250,Hatchback,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Black,Black,No,Dubai,Owner,59500
-4.590054363102796,-8.357396850721544,0.36483452661221927,4.064504283049353,-19.279842226934537,Nissan,Patrol,LE,SUV,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,White,Tan,Yes,Abu Dhabi,Dealer,236000
-4.750359603202571,-7.650074325744506,4.698939206637715,5.516018998879147,15.124398069309883,Land Rover,Range Rover,Vogue SE,SUV,Petrol,Automatic Transmission,Unknown,Unknown,White,Brown,Does not apply,Sharjah,Dealer,105000
-4.7008858482837255,-7.589028722390106,32.52520213948951,3.3097784807895,-0.13076203999884678,Cadillac,Escalade,Premium,SUV,Petrol,Automatic Transmission,Unknown,500 - 599 HP,Grey,Beige,Does not apply,Ajman,Dealer,95000
-4.740771765306749,-8.337485728004419,9.796455444862984,5.87592440044175,-13.320718734962014,Bentley,Bentayga,Other,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,500 - 599 HP,White,White,Does not apply,Dubai,Dealer,745000
-4.624556290907967,-8.3362413081864,0.004075924961914528,3.0563912359237624,-16.617864795266218,Toyota,Other,Other,Other,Diesel,Manual Transmission,4000+ cc,,White,Unknown,Does not apply,Dubai,Dealer,188000
-4.813570739914666,-8.170349093087111,5.579971853981513,1.9512030705952126,4.834227637353463,Audi,A8,L,Sedan,Petrol,Automatic Transmission,,,Silver,Brown,No,Abu Dhabi,Dealer,105000
-4.734926739921746,-7.140431451150548,209.92848305944662,2.3863452712566073,,Toyota,FJ Cruiser,GXR,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,Unknown,Yellow,Unknown,No,Dubai,Owner,34000
-4.804164800223729,-8.292859074729567,1.0684592391018197,1.3266072251228795,-11.510929706450685,Infiniti,QX55,Other,Hatchback,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Blue,Beige,Yes,Dubai,Dealer,175000
-4.792874613785854,-7.803916650258149,0.6180128314912507,6.7387799022602,-13.50154750735101,Mercedes-Benz,G-Class,G 63 AMG,SUV,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,White,Unknown,No,Dubai,Dealer,575000
,-8.002337974975772,370.7678135196319,7.596429220568693,-7.986918184717495,Chevrolet,Suburban,Premier,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,500 - 599 HP,White,Black,Yes,Dubai,Dealer,199000
-4.730917625734285,-8.230179510625383,4.264909246375593,1.5607922644540102,-16.23358176861969,Toyota,Camry,Limited,Sedan,Petrol,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,White,Beige,Does not apply,Dubai,Dealer,115000
-4.655902642820059,-7.988486143337585,7.663477490204743,2.978866590004326,7.906394175878465,Toyota,Prado,VXR,SUV,Petrol,Automatic Transmission,4000+ cc,300 - 399 HP,Grey,Beige,No,Dubai,Dealer,125000
-4.7725605925746635,-7.400440897226637,42.3139933866613,0.8281631237729407,14.692771452683075,Nissan,Juke,SV,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Brown,Unknown,No,Dubai,Owner,25000
-5.063629172513964,,7.909582757050935,1.6156438793373302,-9.005303932372936,Mercedes-Benz,E-Class,E450,Other,Petrol,Automatic Transmission,,400 - 499 HP,Brown,Other Color,Yes,Dubai,Owner,207000
-4.8686495015239215,-8.26073901733497,0.0020143028465793057,2.118384507157933,-18.417804612657477,BMW,2-Series,M 240i,Coupe,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Purple,Beige,Yes,Dubai,Dealer,235000
-4.797426547518607,-7.663468629401231,11.586631958615824,3.63413155945539,10.16678385288703,Dodge,Charger,R/T,Sedan,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Grey,Black,Does not apply,Dubai,Dealer,54000
-4.734831442813931,-7.941774114232876,589.6286118119071,1.7447086696492211,-1.6177855639458363,Audi,Q8,Other,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Brown,Brown,No,Dubai,Dealer,204000
-4.8145226051384915,-7.054816168793743,6.650982154997206,3.6365627001414826,19.58100926124297,Dodge,Charger,Srt8,Sports Car,Petrol,Automatic Transmission,,700 - 799 HP,Black,Black,No,Dubai,Owner,35000
,-7.779736402102822,,2.0534897167765114,-5.154703967249312,Nissan,Patrol,SE,SUV,Petrol,Automatic Transmission,4000+ cc,200 - 299 HP,White,Beige,No,Abu Dhabi,Dealer,113000
-4.857919588561397,-7.702151913056872,0.000606530375676044,4.142859808803626,20.247230344063464,Audi,S5/RS5,RS,Coupe,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Red,Black,No,Dubai,Owner,59000
-5.105948529465658,-8.054974269670662,3.4702085463250607,0.6997612979590355,-10.861843536925083,Mercedes-Benz,GLC,GLC 200,SUV,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Other Color,Unknown,Yes,Dubai,Dealer,239000
-4.771816215499083,-7.898592402931974,8.560546489586036,7.643193524882004,-0.012637661618979168,BMW,7-Series,750Li,Sedan,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Black,Brown,Yes,Dubai,Dealer,145999
-4.742757429880717,-8.087804065420332,11.468309736426983,6.829435027970806,-5.545526819467431,BMW,7-Series,750i xDrive,Sedan,Petrol,Automatic Transmission,4000+ cc,500 - 599 HP,Black,Brown,Yes,Dubai,Owner,189000
-4.81541322911932,-7.966909330581847,5.613202547975069,3.0728411352924097,15.210086432633553,Porsche,Panamera,Other,Sedan,Petrol,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,Black,Beige,No,Dubai,Dealer,88000
-4.739599529901179,-8.115152664046628,0.48200636996157686,,-13.678833907611207,Opel,Insignia,Other,Sedan,Petrol,Automatic Transmission,,,Brown,Beige,No,Dubai,Dealer,89999
-4.803886207472269,-7.591620967161045,331.7038750924739,2.9498223149071876,7.727351741259565,Porsche,Cayenne,GTS,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,400 - 499 HP,White,Unknown,No,Dubai,Owner,125500
-4.9729965540905985,-7.979661206966397,0.0004900749781738473,0.5931730259576873,,BMW,i8,Other,Coupe,Hybrid,Automatic Transmission,,100 - 199 HP,Silver,White,Yes,Dubai,Dealer,229000
-4.979567848560893,-8.09654698118798,0.0038966249207118523,0.7495066030501716,6.231886072918263,Mercedes-Benz,SLC,SLC 200,Hard Top Convertible,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Red,Black,Yes,Dubai,Dealer,89000
-4.83766062724687,-7.489646204128545,0.1740134540228498,1.202807577858872,20.958162643397127,Audi,A1,Attraction,Coupe,Petrol,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,Blue,Unknown,Does not apply,Dubai,Owner,25500
-4.744358259117399,-7.827703790312717,12.07045985889478,1.0812169048695441,-3.4197607139856263,Nissan,Sunny,SV,Sedan,Petrol,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,White,Beige,Does not apply,Dubai,Dealer,23900
-4.764103388000181,-8.297899506311088,64.01713307897657,2.768192799599348,-12.68810659826832,Mercedes-Benz,GLE-Class,GLE 450 AMG,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,400 - 499 HP,White,Brown,Yes,Dubai,Owner,369000
-4.834190612040199,-7.784078080028141,236.67564751602586,0.7985892521316523,12.646575546223072,Audi,Q3,S-line,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,Silver,Brown,No,Dubai,Dealer,49900
-4.7792236650250635,-8.341029292314593,0.00029044708997995333,6.855710088655431,-13.461582562706234,Dodge,Challenger,R/T Scat Pack,Coupe,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Grey,Black,Yes,Dubai,Dealer,319990
-4.849803962590799,-8.27241127305446,0.0004914520851044207,,-13.3150715891576,Porsche,Carrera / 911,Turbo S Cabriolet,Soft Top Convertible,Petrol,Automatic Transmission,3500 - 3999 cc,600 - 699 HP,Green,Black,Yes,Dubai,Dealer,1185
-4.734351818641033,-7.318456642816494,163.99203792970292,2.914099911050198,25.459976699438112,Volkswagen,Touareg,Other,SUV,Petrol,Automatic Transmission,Unknown,Unknown,Grey,Tan,No,Dubai,Owner,20000
-4.8401508945343075,-8.225441488392804,0.002647303442149378,20.95304681823962,54.62720012628864,Aston Martin,DB7,Volante,Soft Top Convertible,Petrol,Automatic Transmission,4000+ cc,300 - 399 HP,Black,Beige,Does not apply,Dubai,Owner,139000
-4.707522347613614,-7.793734465642722,0.00062284315140684,0.8366525706423933,-5.837324345577003,BMW,4-Series,430i,Coupe,Petrol,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,Grey,Unknown,No,Dubai,Dealer,83900
-5.038722520497618,-7.952752292771975,0.0006156398331263023,,89.60793997475434,Ferrari,Testarossa,512 TR,Coupe,Petrol,Manual Transmission,,400 - 499 HP,Red,Yellow,No,Dubai,Dealer,889000
-4.756750548391044,-7.760150102932183,1.105751083903248,,46.985766245655945,Mercedes-Benz,G-Class,G 63 AMG,SUV,Petrol,Automatic Transmission,Unknown,Unknown,Silver,Black,Does not apply,Dubai,Dealer,110000
-4.811441033315573,-7.749965967196921,7.859618533537769,1.164563693258145,5.797269297775419,Ford,Figo,Ambiente,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,White,Beige,No,Dubai,Dealer,22000
-4.602522156229901,-8.131211841893887,92.24143512396759,,-18.16710884981769,Cadillac,Escalade,ESV Platinum,SUV,Petrol,Automatic Transmission,Unknown,Unknown,White,Unknown,No,Dubai,Dealer,470000
-4.836030830864415,-8.099611617770327,510.46116574703933,0.2000206802025476,-12.709868474861466,Mercedes-Benz,EQS,Other,SUV,Petrol,Automatic Transmission,Unknown,500 - 599 HP,Grey,Beige,Yes,Dubai,Dealership/Certified Pre-Owned,689900
-4.761120238069278,,15.347816380438019,0.7007980388776441,-9.25382805308087,BMW,4-Series,420i,Sedan,Petrol,Automatic Transmission,,,Silver,Black,No,Dubai,Dealer,97900
-4.778249366220348,-8.260348078048116,133.49964166408733,0.9208782340367607,-9.411027373277111,Hyundai,Tucson,GL Plus,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,White,Black,No,Dubai,Dealer,95000
,-8.078713078033903,112.81646852088724,1.0601164057978616,-11.504842854273605,Alfa Romeo,GIULIETTA,Veloce,Hatchback,Petrol,Automatic Transmission,1500 - 1999 cc,200 - 299 HP,Blue,Unknown,Yes,Dubai,Dealership/Certified Pre-Owned,80000
-4.726081966940969,-7.794284603872087,1.017820936463456,1.974397519931901,,BMW,X6,Xdrive35i Executive,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,White,Tan,Does not apply,Dubai,Owner,144000
-4.709309666979659,-7.340442712244855,0.0029205606789669907,0.7158518119122395,5.994666470341246,Toyota,Zelas,Sport,Coupe,Petrol,Automatic Transmission,2500 - 2999 cc,100 - 199 HP,Black,Unknown,No,Abu Dhabi,Dealer,25000
-4.754523718107111,-7.861286176361311,530.7977759685792,5.064942777013999,5.321942997930196,Mercedes-Benz,GLE-Class,Other,SUV,Hybrid,Automatic Transmission,4000+ cc,400 - 499 HP,Grey,Beige,No,Abu Dhabi,Dealer,102700
-5.129467113526925,-8.412131290363284,12.744736482576833,0.9348448215299926,-7.025588466271534,Mercedes-Benz,GLA,35 AMG,SUV,Petrol,Automatic Transmission,,300 - 399 HP,Black,Unknown,Yes,Dubai,Dealer,230000
-4.7743232900829895,-7.8985359946517,75.87951516064051,1.62086301043282,-10.214958619949197,Kia,K900,Other,Sedan,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Black,Black,Does not apply,Sharjah,Dealer,75000
-4.838164628245345,,220.10321232855662,2.567476745887041,16.233066983229122,Mercedes-Benz,M-Class,ML 400,SUV,Petrol,Automatic Transmission,,,Brown,Beige,No,Dubai,Dealer,73900
-4.744085192251963,-8.37224389067638,0.5739941134024449,0.8853933313792431,,Mercedes-Benz,C-Class,C200,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,White,Tan,Yes,Dubai,Dealer,242000
-4.749389509460732,,2.194840957083527,1.1705829834305261,-11.398773844916501,Toyota,Yaris,Other,Sedan,Petrol,Automatic Transmission,,,White,Other Color,No,Dubai,Dealer,69000
-4.819171733877506,-8.006195641476188,1.6209735267368366,1.1509986728000827,-14.580409234380781,Toyota,Rav 4,EX,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,White,Beige,Yes,Al Ain,Dealer,87000
-4.75541732789812,-8.278803794605233,0.00669305730710343,1.3685214374937298,-9.86203418330641,Kia,K5,Other,Sedan,Petrol,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,Black,Unknown,Yes,Dubai,Dealer,63000
-4.8187530082844106,-8.286435092679355,20.138998284003645,1.0957850224416377,-13.34475555023577,Alfa Romeo,GIULIETTA,Veloce,Hatchback,Petrol,Automatic Transmission,1500 - 1999 cc,Unknown,White,Unknown,Yes,Dubai,Dealer,74900
-4.801422670029514,-8.151021545370739,6.4607643035316125,1.324203217642241,-22.94316294431016,Hyundai,Elantra,Other,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,White,Beige,No,Dubai,Dealer,72000
-4.796732609438071,-8.258464343351537,0.857591087549858,6.525905429908666,-10.946069240746443,Land Rover,Range Rover,SV Autobiography,SUV,Petrol,Automatic Transmission,,500 - 599 HP,Black,Other Color,Yes,Dubai,Dealer,990000
-4.750901926255148,,108.45562262308242,3.9853768970127326,-8.439009353297195,BMW,X5,Xdrive50i,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,700 - 799 HP,Black,Brown,Yes,Sharjah,Dealer,152000
-4.832886527463352,-7.698490377178836,66.7640554053807,2.2878057229603255,26.991139328427543,Jeep,Cherokee,Other,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,200 - 299 HP,Silver,Unknown,No,Dubai,Owner,18000
-4.787327398979472,-7.859747218868231,1.8839636245488198,3.341332778909155,-2.86137134818955,Toyota,Camry,Sport,Sedan,Petrol,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,White,Unknown,No,Dubai,Dealer,92000
-5.115448613815818,-8.085417411700911,2.996895344644402,0.962582349157409,-0.8192553474608831,Hyundai,Elantra,Standard,Sedan,Petrol,Automatic Transmission,,200 - 299 HP,Grey,Black,Does not apply,Dubai,Dealer,37500
-4.788605848821766,-7.550866249562592,1.431335979146458,7.091576326624347,26.429206513021526,Jaguar,XJ-Series,Other,Sedan,Petrol,Automatic Transmission,4000+ cc,300 - 399 HP,White,Beige,No,Dubai,Owner,29995
-4.822807597160126,,65.39767043007802,0.8987122136086262,2.221442318603958,Lincoln,MKC,Other,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,White,Black,No,Dubai,Dealer,58000
-4.909092393563187,-8.195423110834643,0.0026112583382008857,10.706772905179331,-5.855703546299064,Lamborghini,Huracan,Other,Coupe,Petrol,Automatic Transmission,,600 - 699 HP,Blue,Black,Yes,Dubai,Dealer,929000
-4.8209168839564915,,21.893965640547403,0.8443401747255842,-15.161934495338464,Renault,Duster,SE,Crossover,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Blue,Beige,Yes,Ajman,Dealer,53000
-5.094797398941067,-7.931991095087111,564.4845190952761,1.3486465639881509,-4.945888868567025,Volkswagen,Tiguan,S,SUV,Petrol,Automatic Transmission,,100 - 199 HP,White,Black,Yes,Dubai,Dealer,59900
-4.861878451806976,-8.211646625792465,0.0004932342989061062,2.622575417630474,1.034934260306011,Porsche,Carrera / 911,Carrera,Coupe,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,White,Unknown,Yes,Dubai,Owner,288000
-4.751274378632216,-7.8152737414571005,0.8309561605654401,,4.935576241784873,Mercedes-Benz,G-Class,G 63 AMG,SUV,Petrol,Automatic Transmission,4000+ cc,500 - 599 HP,White,Brown,No,Dubai,Dealer,179000
-4.784097681941641,-7.438773934923251,720.162128259813,0.8971932996000508,10.630912818807754,Nissan,Sentra,S,Sedan,Petrol,Automatic Transmission,,Unknown,White,Other Color,No,Dubai,Owner,20000
-4.817547133365324,-8.2188707610361,4.876233910509627,,-13.661612586882349,Mercedes-Benz,G-Class,G 63 AMG,SUV,Petrol,Automatic Transmission,,500 - 599 HP,Black,Other Color,Yes,Dubai,Dealer,730000
-4.848321910271769,-8.291819756328993,122.64770592045114,17.529120796297324,-11.11020431383725,Rolls-Royce,Cullinan,Black Badge,SUV,Petrol,Automatic Transmission,,500 - 599 HP,Grey,Blue,Yes,Dubai,Dealer,2350
-4.719507433285976,0.8550992069106123,0.7453837309865261,3.557888217997557,30.47415098215461,Lexus,GS-Series,Full Option,Sedan,Petrol,Automatic Transmission,4000+ cc,300 - 399 HP,Black,Beige,No,Dubai,Owner,30000
-4.787236965703555,-7.682234908074643,1.7986867442465402,0.9925635377477307,-10.200540546366206,Honda,Accord,LX,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Grey,Beige,No,Abu Dhabi,Dealer,63000
-4.747434500330229,-8.042046923084023,106.33759314330338,1.7906876228717494,12.579821008767098,Infiniti,QX50,Standard,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,Black,Beige,No,Dubai,Owner,45000
-4.80177820261159,-7.6320245801095,1.532955783972181,1.4845943335260339,15.403198420249137,Toyota,Yaris,S,Hatchback,Petrol,Automatic Transmission,0 - 499 cc,100 - 199 HP,Black,Unknown,No,Dubai,Owner,18999
-4.750694277588738,-8.098847603459769,0.00023528392334406432,1.5062254414997132,-18.337808926254542,Audi,S3/RS3,RS,Hatchback,Petrol,Automatic Transmission,,400 - 499 HP,Grey,Black,Yes,Dubai,Dealer,359000
-4.745603457661913,-7.972335525601054,1.7601356063822275,2.2099368769403194,3.1573656794132527,Maserati,Ghibli,Standard,Sedan,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Black,Unknown,No,Dubai,Dealer,89000
-4.651304823623717,-8.214742800564682,171.20311941056494,1.0586576889293802,-13.085258000532463,Toyota,Rush,EX,SUV,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Red,Black,No,Abu Dhabi,Dealer,62000
-4.66353791459582,-7.460444949979644,294.02161053946827,3.4659519634032803,27.906369668936424,Ford,Explorer,XLT,SUV,Petrol,Automatic Transmission,4000+ cc,200 - 299 HP,Black,Beige,No,Dubai,Owner,17500
-4.7839636856318615,-7.915790018187163,1.6935889939111222,1.623474634476052,4.215538021420572,Mercedes-Benz,E-Class,E 300,Sedan,Petrol,Automatic Transmission,,,White,Brown,No,Dubai,Dealer,85000
-4.810219147586987,-8.251981077772042,805.3983673717482,,0.14692781494971185,Toyota,Yaris,SE,Hatchback,Petrol,Automatic Transmission,1000 - 1499 cc,0 - 99 HP,Silver,Beige,Does not apply,Dubai,Dealer,46900
-4.806137835862789,-7.7593612490687125,9.040880823744377,2.749490084421169,-2.8216103072978296,Audi,Q8,S-Line Sports,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,400 - 499 HP,White,Brown,Does not apply,Dubai,Owner,172000
-4.753021983492285,-7.6304466218471845,3.502904791419635,1.4662653915454047,0.788805930964156,Honda,Civic,EX,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,White,Black,No,Fujeirah,Owner,33000
-4.8216916725015215,-7.489177915719769,4.1613760378754705,0.7491156566864208,5.807462557833315,Renault,Duster,Other,SUV,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Silver,Black,No,Sharjah,Owner,17000
-4.744821852527061,-8.08898351135727,2.4605980372939675,1.588166163246413,-12.25424306065548,Mercedes-Benz,GLA,250,SUV,Petrol,Automatic Transmission,1500 - 1999 cc,200 - 299 HP,Black,Unknown,No,Dubai,Owner,139000
-5.065512429876614,-7.981272923766269,744.0961457822036,0.8041358534573166,2.041654606194589,Land Rover,Discovery Sport,HSE,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Blue,Beige,Does not apply,Dubai,Owner,65000
-4.7658516468625605,-8.252709826429665,2.6988269671054,1.1010703699930249,-4.191054746253846,Mercedes-Benz,E-Class,E 350,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Black,Brown,No,Sharjah,Dealer,148000
-4.748234386942644,-8.01033199058541,129.21438133681053,0.8947303518737648,-13.609574736393512,Mercedes-Benz,GL-Class,Other,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,300 - 399 HP,Silver,Black,Does not apply,Dubai,Owner,121000
-4.6861551818683544,-7.983124724041573,,,-5.837629070044156,Toyota,Rush,EX,Crossover,Petrol,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,White,Black,No,Dubai,Dealer,49000
-4.662812408680218,-8.157675563821941,2.3407997870273483,1.745738265835597,-18.965562589699683,Toyota,Land Cruiser,GXR TOP,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,White,Beige,Yes,Sharjah,Owner,259000
-4.8182971323957595,-8.249454088316575,5.677439015631897,5.496294785136203,-12.179578402400178,Land Rover,Range Rover,HSE,SUV,Petrol,Automatic Transmission,4000+ cc,500 - 599 HP,Blue,Tan,Yes,Dubai,Dealer,620000
-4.739353452107288,-8.191880152770805,238.48133948314708,6.889936026953625,-14.975912101013318,Mercedes-Benz,G-Class,G 63 AMG,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,500 - 599 HP,Green,Black,Yes,Dubai,Dealership/Certified Pre-Owned,999900
-4.837369229859053,-8.14082877304563,0.0002978762770576027,5.236433267680727,13.275475172705885,Chevrolet,Camaro,Other,Sports Car,Petrol,Manual Transmission,4000+ cc,500 - 599 HP,Black,Black,Does not apply,Abu Dhabi,Owner,233000
-4.689804891383507,-7.885871340590925,1.7515523525356411,1.9384187438636116,-12.726630331547504,Land Rover,Defender,110 HSE,Other,Petrol,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,Black,Brown,No,Dubai,Dealer,319000
-4.809510917731902,-8.010054881561238,17.38362756214796,1.2433564215637694,-14.94761146346043,Mercedes-Benz,C-Class,C200,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,Black,Brown,Yes,Dubai,Dealer,175000
-4.801500719238375,-7.269854704149156,14.048043624985858,0.8921544452295903,,Hyundai,Sonata,GL,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Silver,Black,No,Dubai,Owner,17000
-4.800297156638417,,34.00453529614372,3.57984612433609,17.46004674814304,Land Rover,Range Rover Sport,Supercharged,SUV,Petrol,Automatic Transmission,4000+ cc,500 - 599 HP,Black,Brown,Does not apply,Dubai,Owner,45000
-4.8172702942498,-8.022496052399553,18.436189754509908,4.503176188381494,-15.810866094651168,Bentley,Continental Flying Spur,Other,Sedan,Petrol,Automatic Transmission,,500 - 599 HP,Black,Black,No,Dubai,Dealer,799000
-4.701218469094411,-7.893824473367785,465.42229985970994,0.2591379550771909,-12.803624141954916,Land Rover,Discovery,HSE,SUV,Petrol,Automatic Transmission,Unknown,Unknown,Silver,Black,No,Dubai,Owner,150000
-4.763944775025851,-7.806827981423903,5.732414668983961,5.449922176737525,8.962703831265614,Mercedes-Benz,S-Class,S 500,Sedan,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,White,Black,No,Abu Dhabi,Dealer,90000
-4.842181351854194,-7.870985449282767,0.0003257277121809319,8.227784225279144,48.73292748785373,Jaguar,XKR,Other,Coupe,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Green,Beige,Does not apply,Abu Dhabi,Owner,60000
-4.752867012940291,-8.007129951129214,746.7228900742605,0.776381657326665,5.53412350747961,Nissan,Altima,SV,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Grey,Beige,No,Dubai,Owner,41000
-4.826384091346802,-7.988785586451139,1.582646148631306,2.0709781090227963,-4.656681442610562,Jaguar,XF,S,Sedan,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Blue,Unknown,Yes,Dubai,Dealer,99999
-4.675805173805638,-8.064541054497264,68.67663391068722,2.806732990338048,-2.13125141223807,Mitsubishi,Pajero,GLS 5 Door,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,White,Black,Yes,Dubai,Dealer,104999
-4.842788596499502,-7.668341460498406,0.00021733855666771385,17.46957117406706,28.729438447950567,Bentley,Continental,GT,Coupe,Petrol,Automatic Transmission,Unknown,Unknown,White,Unknown,No,Dubai,Dealer,89500
-4.731640438190188,-8.093686529591373,236.80771578538628,2.4649176935791637,-18.94875317196922,BMW,X5,Xdrive 40i,SUV,Petrol,Automatic Transmission,,,Blue,Other Color,Yes,Dubai,Dealership/Certified Pre-Owned,410000
-4.6934589161448015,-8.001259781256458,64.34635923222498,3.4004678803070787,-1.6427741592832552,Mercedes-Benz,GLS-Class,GLS 500,SUV,Petrol,Automatic Transmission,4000+ cc,300 - 399 HP,Blue,Brown,No,Dubai,Owner,139000
-4.783943639334914,-8.202060410314932,6.676641863903314,1.1369088607315203,-11.198367132830573,Mercedes-Benz,C-Class,C200,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,200 - 299 HP,Grey,Unknown,Yes,Dubai,Dealer,243000
-4.75121182198705,-7.973670347761345,181.43950907766256,2.6538119487060894,-7.602731565277075,Jeep,Grand Cherokee,Laredo,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,White,Black,Yes,Dubai,Dealer,112000
-4.722154335895537,-8.062743083872519,0.6942980946559166,2.286890073386988,-2.0162245310182234,Mercedes-Benz,CLS-Class,CLS 53 AMG,Sports Car,Petrol,Automatic Transmission,,400 - 499 HP,Other Color,Black,No,Dubai,Owner,229000
-4.627073996253781,-7.906054679135161,215.83027298778123,1.4668302985340944,1.4428053153335785,MG,RX8,Other,SUV,Petrol,Automatic Transmission,,,Brown,Black,No,Dubai,Dealer,80900
-4.690015690196769,-7.519440374159748,10.887936185962884,2.293903488451402,55.4180029740594,Mercedes-Benz,G-Class,G 320,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,200 - 299 HP,Blue,Black,No,Dubai,Owner,97500
-4.969833140808727,-8.22698961235431,0.0026895073409112756,1.639126175157544,-14.041319274774235,Porsche,Cayman,GT4,Coupe,Petrol,Automatic Transmission,0 - 499 cc,400 - 499 HP,Blue,Black,Yes,Dubai,Dealer,525000
-4.7445435395620255,-7.956426643175423,4.086369628194394,1.0888365424796425,,Nissan,Sentra,SV,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,400 - 499 HP,Black,Beige,Yes,Sharjah,Dealer,39000
-5.1295675259555935,-7.371239084615,0.924966945751657,0.7346487369854499,28.17602819397498,Mercedes-Benz,C-Class,C200,Sedan,Petrol,Automatic Transmission,,Unknown,White,Beige,No,Abu Dhabi,Owner,9000
