0,1,2,3,4,brand,model,trim,body_type,fuel_type,transmission_type,engine_capacity_cc,horsepower,exterior_color,interior_color,warranty,city,seller_type,price
-4.683501402286658,-8.388463224078874,86.71518683822144,1.538344052932652,-17.318329700194884,Nissan,Patrol,Safari,SUV,Petrol,Automatic Transmission,4000+ cc,300 - 399 HP,Silver,Unknown,Yes,Dubai,Dealer,199000
-4.758523779803053,-7.508379160574458,1.6280668530281743,1.3865591255987073,-3.4809353512091654,Toyota,Rav 4,VX,SUV,Petrol,Automatic Transmission,2500 - 2999 cc,200 - 299 HP,Grey,Brown,Does not apply,Dubai,Dealer,69000
-4.81596988623412,-7.680847896581293,54.334329021083875,0.9798336419861956,9.643197115639396,BMW,5-Series,528i,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,300 - 399 HP,White,Brown,Does not apply,Dubai,Owner,58000
-4.679179616350161,-7.969215769865981,202.0009547177213,4.204878644077633,-1.978671559050105,Infiniti,QX80,Other,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,800 - 899 HP,Silver,Black,Does not apply,Dubai,Owner,59800
-4.962116191572267,-8.205219892816114,0.004266672997028394,22.173469693783833,-20.765133097595378,Rolls-Royce,Wraith,Black Badge,Coupe,Petrol,Automatic Transmission,,600 - 699 HP,Blue,White,Yes,Dubai,Dealer,2590
-4.942955194949522,-8.198794939734777,0.0076665638187765756,1.8185796669319942,70.83186045006606,Porsche,968,Other,Coupe,Petrol,Manual Transmission,2500 - 2999 cc,200 - 299 HP,White,Unknown,No,Dubai,Dealer,200000
-4.776420936228087,-8.358332080186802,2.21652988095903,7.2375469799334855,-15.03800376443003,Lamborghini,Urus,Other,SUV,Petrol,Automatic Transmission,,,Green,Black,Does not apply,Dubai,Dealer,1620
-4.8365431843093845,-8.157539446489512,0.0006717313232999367,3.1085906548297046,-6.755007757238575,Toyota,FJ Cruiser,Standard,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,400 - 499 HP,White,Black,Yes,Dubai,Dealer,149000
-4.802852007453793,-8.188148236133861,1.1879925495319734,34.853457738390254,-16.977554739039842,Bentley,Continental Flying Spur,Other,Sedan,Petrol,Automatic Transmission,Unknown,700 - 799 HP,Other Color,Unknown,Yes,Dubai,Dealer,1250
-4.8167409528143335,-8.336546216591103,3.8394252943534886,1.4682700695931465,-12.75893554420174,Jetour,T2,Luxury,SUV,Petrol,Automatic Transmission,1500 - 1999 cc,200 - 299 HP,Brown,Unknown,Does not apply,Dubai,Dealer,145000
-4.899494082687997,,0.0002565686128037066,,-13.54844283798862,Kia,Bongo,4000,Pick Up Truck,Diesel,Manual Transmission,3500 - 3999 cc,200 - 299 HP,White,Brown,No,Dubai,Dealer,58000
,-7.972779934556134,0.00015968638411201024,5.867905766383963,6.165169953739863,Lexus,LC 500,Carbon,Coupe,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,White,Tan,Does not apply,Dubai,Dealer,175000
-4.767485986704996,-7.843729121578219,772.1123498834178,2.308292771397423,6.9595979937038255,Jaguar,F-Pace,Prestige,SUV,Petrol,Automatic Transmission,,,Silver,Black,No,Dubai,Dealer,90000
-4.641483185746838,-8.047116832575893,0.6214256133812532,2.5547065838121084,-8.753300412458714,Hyundai,Staria,Other,Van,Petrol,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,White,Beige,Yes,Dubai,Owner,169500
-5.041093993090595,-7.970292200144775,1.3522932898499185,0.9906458394056898,-1.369174125371384,Nissan,Altima,SV,Sedan,Petrol,Automatic Transmission,,100 - 199 HP,White,Beige,Yes,Dubai,Dealer,84900
-4.793385177344397,-7.966066471573182,2.0154148889104686,,16.077788258583706,Mercedes-Benz,S-Class,S 550,Sedan,Petrol,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,Black,Black,No,Dubai,Owner,79000
-5.074301568668321,-7.834156154625415,210.56683872932143,0.9700296712883077,15.66794604479185,Nissan,Juke,S,Crossover,Petrol,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,Yellow,Black,No,Dubai,Owner,27000
,-7.932050472203199,0.000450385152151131,0.8115796670419307,6.348237934960802,Opel,Astra,GTC,Hatchback,Petrol,Automatic Transmission,1000 - 1499 cc,200 - 299 HP,Yellow,Black,No,Dubai,Owner,35500
-4.78186553020609,-7.890604703199296,18.31270873194639,1.035015011024078,,Chevrolet,Malibu,LT,Sedan,Petrol,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,Black,Black,Does not apply,Sharjah,Dealer,32000
-4.787392393407729,-7.694366833959369,994.8407242206066,0.6584255558309164,9.249313997714083,Land Rover,Range Rover Evoque,Other,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,White,Black,No,Dubai,Dealer,60000
-4.728557417987513,-7.90391168262924,0.0004112706142175384,,-4.426887318049775,Mercedes-Benz,C-Class Coupe,C 300 Coupe,Coupe,Petrol,Automatic Transmission,2500 - 2999 cc,200 - 299 HP,Blue,Other Color,Does not apply,Dubai,Owner,119000
-4.648628138367516,-7.816696781150389,994.2714692626644,0.9788663205499113,-1.2115518117104505,Toyota,Fortuner,EXR,SUV,Petrol,Automatic Transmission,2500 - 2999 cc,200 - 299 HP,White,Unknown,Does not apply,Dubai,Dealer,84900
-4.774383545655806,-8.217040562242111,0.48800570584583003,5.6225649148992645,-14.784888091851972,Mercedes-Benz,G-Class,G 63 AMG,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,500 - 599 HP,Black,Black,Does not apply,Dubai,Dealer,1199
-4.754629942513189,-7.86830471104998,420.4385874346881,,4.867513976081042,Porsche,Macan,S,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,White,Brown,No,Dubai,Dealer,105900
-4.757979630706127,-7.906731277100391,0.00019940127241124472,2.8396032580843196,-0.12723645190612398,Dodge,Challenger,SXT Plus,Coupe,Petrol,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,Grey,Black,Does not apply,Dubai,Owner,69900
-4.810960704151104,-8.14405709973008,46.409885025031315,0.6966062622410921,-19.553421609958253,MG,RX5,Other,SUV,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Grey,Black,Yes,Dubai,Dealer,82000
-4.756769729863527,,2.4856483992517564,3.0489511510092204,,Mercedes-Benz,S-Class,S 500,Sedan,Petrol,Automatic Transmission,Unknown,400 - 499 HP,Black,Brown,Yes,Dubai,Dealer,525000
-4.7588798189892305,-8.330168223312125,63.683164898554104,0.1566489676091055,-11.957300336967922,Volkswagen,ID.4,Crozz,SUV,Electric,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Grey,Unknown,Yes,Dubai,Dealer,129000
-4.7971636452624855,-8.166571111689153,788.7946079727237,1.0141471550081256,-2.191222132855274,Land Rover,Range Rover Evoque,Other,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,White,Black,No,Dubai,Dealer,176900
-4.750049304645553,-8.382835537250669,11.121281127619746,4.529832815426944,-21.763291471455375,Bentley,Azure,Standard,SUV,Petrol,Automatic Transmission,Unknown,500 - 599 HP,Black,Black,Yes,Dubai,Dealer,1320
-4.804354110054566,-8.18853186109047,1045.2381600402966,0.14142513977892568,-20.82277567707939,Tesla,Model Y,Long Range,SUV,Electric,Automatic Transmission,,300 - 399 HP,White,Black,Yes,Dubai,Owner,195000
-4.85404435268057,-7.6825941415664865,7.069591649884386,1.0387252812989942,13.524292470783308,Nissan,Tiida,SL,Hatchback,Petrol,Automatic Transmission,1500 - 1999 cc,Unknown,Red,Beige,No,Sharjah,Owner,19000
-4.74291325569844,-7.967700253585275,0.9711083081063674,2.3502383536599036,,Jaguar,XE,S,Sedan,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Blue,Unknown,No,Dubai,Dealer,69000
,-8.414475517121605,2.2131952839532483,0.27681513795937246,-13.78912793235974,Toyota,Rav 4,VXR,SUV,Hybrid,Automatic Transmission,Unknown,Unknown,White,Tan,No,Dubai,Owner,157000
-4.697234067673426,-8.18758333171514,0.5209357257825012,0.8971030386429482,-25.006736829857644,Jetour,X70,Plus Comfort,SUV,Petrol,Automatic Transmission,,,Grey,Unknown,Yes,Dubai,Dealer,89000
-4.860779198223048,-7.684850826825846,0.004560819449622805,1.614464771857426,1.8796382025033918,Dodge,Challenger,SXT,Coupe,Petrol,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,Red,Black,No,Dubai,Owner,54000
-4.694373122236944,-7.780065212471193,239.32067455313208,5.734687149848877,0.9930088657218719,Nissan,Patrol,LE Platinum,Other,Petrol,Automatic Transmission,4000+ cc,300 - 399 HP,Black,Unknown,Yes,Dubai,Dealer,73000
-4.82620262076649,,15.505418535760203,0.9046224544287754,-0.23656765074694813,Land Rover,Range Rover Velar,R-Dynamic,SUV,Petrol,Automatic Transmission,2500 - 2999 cc,200 - 299 HP,Grey,Blue,Yes,Dubai,Dealer,168000
,-8.195913532579889,60.543253183766346,1.5652449610940602,-23.530510397886598,Peugeot,5008,Other,SUV,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Blue,Unknown,No,Dubai,Dealer,139000
-4.759679553104738,-8.08764068833522,8.955700946811252,,-1.1652170629270837,Porsche,Cayenne,S,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,400 - 499 HP,White,Unknown,Yes,Dubai,Dealer,229000
-4.700286175259522,-8.070132814407076,236.76391689384266,1.033324495771399,-4.802420395124653,Nissan,Xterra,SE,SUV,Petrol,Automatic Transmission,2500 - 2999 cc,100 - 199 HP,White,Beige,No,Abu Dhabi,Dealer,84900
-4.750834613016088,-7.667256602634439,,0.9782274287427715,10.406829098661373,Land Rover,Range Rover Evoque,Prestige,SUV,Petrol,Automatic Transmission,500 - 999 cc,200 - 299 HP,Black,Unknown,Does not apply,Dubai,Owner,97000
-4.757657016532424,-8.022703753258648,0.5268413791575884,2.3280981010728468,-0.9099817456278974,Nissan,Maxima,SL,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Grey,Black,No,Dubai,Owner,35000
-4.732049024579271,,0.9842583710480974,1.23271331146672,-10.669715355614997,Hyundai,i10,GLS,Hatchback,Petrol,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,White,Unknown,Does not apply,Dubai,Owner,30000
-4.733789530601881,-8.208913234759688,277.25972541834255,3.743959732604009,-7.502407082314723,Land Rover,Range Rover Sport,Supercharged Autobiography Ultimate Edition,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,400 - 499 HP,Grey,Unknown,Yes,Dubai,Dealer,229000
-4.752838810086604,-7.890401476935591,17.136850376809335,3.429922675394964,,GMC,Sierra,Denali,Pick Up Truck,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Black,Beige,Yes,Dubai,Dealer,121000
-4.860252692516838,-7.608957365186651,0.0034008502919097043,0.7646342343375674,-3.9256858485387958,Mercedes-Benz,C-Class Coupe,C 300 Coupe,Coupe,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,White,Unknown,No,Dubai,Dealer,86900
-4.739283910784926,-8.253328731349269,14.921339616124534,3.5813944556014103,-16.825769240787732,Mercedes-Benz,GLS-Class,Other,SUV,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Silver,Brown,Yes,Dubai,Dealer,755000
-4.985240994719632,-8.146806833092892,0.0002472269441077653,3.878466220914363,-6.720060963404511,Ferrari,SF90 Stradale,Other,Sports Car,Petrol,Automatic Transmission,Unknown,900+ HP,Yellow,Black,No,Dubai,Dealer,1995
-4.901306300304857,-8.19443816610707,0.00022886397221396083,5.1051531804682515,-6.0301115253623525,Mercedes-Benz,GT,Other,Soft Top Convertible,Petrol,Automatic Transmission,4000+ cc,Unknown,White,Brown,No,Dubai,Dealer,365000
-4.637229417327653,,69.28910119539876,2.328627539294758,-3.3530467395795194,Kia,Carnival,Other,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,200 - 299 HP,Black,Beige,No,Abu Dhabi,Dealer,67900
-5.046553497877871,-8.289139704782281,11.945027360059035,6.988652927892713,-19.55847680283749,Aston Martin,DBX,707,SUV,Petrol,Automatic Transmission,,600 - 699 HP,Yellow,Unknown,Yes,Dubai,Dealer,1450
-4.784138831939416,-8.369943521873887,11.615925823102769,,-7.233504136078036,Mercedes-Benz,G-Class,Other,SUV,Petrol,Automatic Transmission,,800 - 899 HP,Black,Unknown,Yes,Dubai,Owner,1500
-4.947189150233065,-8.356547743229982,0.0013298863551802665,2.0047409802451437,2.5719697491447824,Porsche,Carrera / 911,GT3,Coupe,Petrol,Automatic Transmission,3500 - 3999 cc,500 - 599 HP,Silver,Black,Yes,Dubai,Dealership/Certified Pre-Owned,850000
-4.810089152953384,-7.574423445474991,0.5605069496110053,1.6739982093742416,7.883040851359673,Mercedes-Benz,E-Class,E400,Sedan,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Grey,Brown,No,Dubai,Dealer,125000
-4.812432363166157,-7.552007724079177,,1.825790370371169,-1.6841229946978409,Land Rover,Range Rover,Vogue HSE,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,White,Beige,Yes,Dubai,Owner,169000
-4.945365410041288,-8.26031589133921,0.0008919015350186503,0.18009455615136566,-10.849475876570732,Smart,Other,Other,Soft Top Convertible,Electric,Automatic Transmission,,0 - 99 HP,Red,Unknown,Does not apply,Dubai,Dealer,339000
-4.635963601618777,-7.937555772609999,24.172570022491623,1.8040406287128767,2.7287458567692955,Ford,Explorer,Standard,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,White,Beige,No,Dubai,Dealer,68900
-5.100355015785795,-8.12699131264877,19.367814795132865,0.9304422963405072,-0.29691973971898766,Honda,Civic,EX,Sedan,Petrol,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,Burgundy,Black,No,Dubai,Owner,54000
-4.757641922062782,-8.352032867838933,4.533887030379213,0.16529196441229993,-10.253478207672856,Mercedes-Benz,EQC,Other,Crossover,Electric,Automatic Transmission,Unknown,300 - 399 HP,Grey,Black,Yes,Dubai,Owner,327000
-4.603936183758425,-7.112480268863987,0.7177040117479638,2.4850876693635917,36.84357821013979,Land Rover,Discovery,HSE,SUV,Petrol,Automatic Transmission,2500 - 2999 cc,300 - 399 HP,Black,Beige,No,Dubai,Owner,15000
-4.748172505873002,-8.21450975134821,12.832104349096628,1.019365383767675,-5.238181039590474,Mercedes-Benz,CLA,CLA250,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,200 - 299 HP,Black,Unknown,Yes,Sharjah,Dealer,125000
-4.565973550744718,-7.648177758522685,1.4022112998324787,5.394315277929544,10.314729193935772,Lexus,LX570,Other,SUV,Petrol,Automatic Transmission,Unknown,Unknown,White,Unknown,No,Dubai,Owner,220000
-4.718709722818866,-7.539642341960314,0.5127590704668232,4.022075735628603,15.012902292916287,Land Rover,Range Rover,Autobiography Ultimate Edition,SUV,Petrol,Automatic Transmission,Unknown,Unknown,White,Beige,Does not apply,Sharjah,Dealer,85000
-4.800062755023388,-8.321006793558741,7.308379163638435,6.628245442565582,-24.066680300846354,Mercedes-Benz,S-Class,S 580,Sedan,Petrol,Automatic Transmission,4000+ cc,,White,White,Yes,Dubai,Dealer,740000
-4.752329633691532,-7.997711602571105,0.7932909112591198,1.3139525412760773,24.76261576490967,Volkswagen,Tiguan,Sport & Style SE,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Grey,Beige,No,Dubai,Owner,26500
-4.9732595084024664,-8.283396379801172,0.004951876120315701,5.811267683904013,,McLaren,720S,Performance,Sports Car,Petrol,Automatic Transmission,4000+ cc,700 - 799 HP,Blue,Black,Yes,Dubai,Dealer,965000
-4.7321088323118845,-7.807608368439519,1.330600880103419,2.1952733721661772,0.7467002641756173,Mercedes-Benz,S-Class,S 450,Sedan,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Black,Brown,Yes,Dubai,Dealer,181000
-4.797320317256246,-7.866359795550889,34.95927493451336,3.336633282118999,-1.4620437195174096,Porsche,Cayenne,Other,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,Black,Unknown,No,Dubai,Dealer,124900
-4.762362788545159,-8.1713350204537,53.10810591242401,3.0651573537189667,-7.793189937399147,Maserati,Levante,3.0L,SUV,Petrol,Automatic Transmission,,300 - 399 HP,White,Unknown,Yes,Dubai,Dealer,299000
-4.814449905953561,-8.240361594134434,19.182608383044077,0.9061087911461579,-21.77766986779573,Mercedes-Benz,GLC,GLC 200,Coupe,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Black,Unknown,Yes,Dubai,Dealer,344999
-4.739113260062967,-7.271990818334974,,0.8944573843248563,10.685517651285135,Hyundai,Accent,GL,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,White,Black,Does not apply,Dubai,Owner,19500
-4.851824767303191,,1.8054293608509975,7.002419773427119,9.763699273960292,Audi,S7/RS7,RS,Coupe,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Silver,Black,No,Dubai,Owner,115000
-4.927651509849699,-8.152216312638558,0.001115625899528297,24.091504934411194,-12.16596781600234,Ferrari,812 GTS,Other,Sports Car,Petrol,Automatic Transmission,,700 - 799 HP,Black,Black,Yes,Dubai,Dealership/Certified Pre-Owned,2100
-4.724814623117005,-7.730332101529103,1.4422525904220844,1.0989673592623839,-0.2837412221695982,Toyota,Hilux,Double Cab GLX,Pick Up Truck,Petrol,Manual Transmission,2500 - 2999 cc,200 - 299 HP,White,Unknown,Does not apply,Dubai,Dealer,72900
-4.8076690578751675,-8.281411147183086,179.6758846623239,3.818451311291657,-11.868707822330258,Lamborghini,Urus,Other,SUV,Petrol,Automatic Transmission,Unknown,600 - 699 HP,White,Black,No,Dubai,Dealer,1695
-4.609654733979593,-8.317868494363532,279.2039484248848,3.6901546985990303,-20.15072048581458,Toyota,Land Cruiser 76 series,Standard - SWB,SUV,Diesel,Manual Transmission,3500 - 3999 cc,200 - 299 HP,White,Unknown,No,Abu Dhabi,Dealer,164000
-4.786576290956253,-8.108352853240522,589.947461895909,2.5751823967339806,-13.305289108447255,Chevrolet,Blazer,RS,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,Red,Black,Yes,Dubai,Dealer,162000
-4.789351002780664,-7.671955992330471,34.23962350118158,7.354170207262499,14.130401439505615,Jeep,Grand Cherokee,Limited,SUV,Petrol,Automatic Transmission,4000+ cc,300 - 399 HP,Black,Beige,No,Dubai,Dealer,52000
-4.657760467100711,-7.596040013882979,5.407794198281983,7.705834154600821,-1.464410427020117,Toyota,Land Cruiser,GXR,SUV,Diesel,Automatic Transmission,4000+ cc,700 - 799 HP,White,Beige,Yes,Sharjah,Dealer,185000
-4.84275662971774,,0.0010230101347497886,35.062205260723914,-3.613800342985293,Rolls-Royce,Dawn,Standard,Coupe,Petrol,Automatic Transmission,Unknown,600 - 699 HP,White,Beige,No,Dubai,Dealer,1120
-4.740725371315554,-7.668385312514879,368.1190267730744,0.8935311233558086,16.0330564909109,Mercedes-Benz,A-Class,A 250,Hatchback,Petrol,Automatic Transmission,1500 - 1999 cc,300 - 399 HP,Brown,Black,No,Dubai,Owner,37000
-4.83482289696257,-8.034834527536551,944.2087647771552,0.20735395285823136,-1.3827999748138957,Toyota,Yaris,SE+,Hatchback,Petrol,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,Blue,Black,No,Fujeirah,Owner,30000
-4.813802313275073,-7.858998847256419,0.7051065671842311,0.8394840036599038,10.278311926201752,Audi,A6,S-line,Sedan,Petrol,Automatic Transmission,2500 - 2999 cc,200 - 299 HP,Silver,Brown,No,Dubai,Owner,36500
-4.875459958858735,-8.027723123316665,1.9879330759873846,0.17639484737132696,-1.2499166677210247,Porsche,Taycan,Turbo,Sedan,Electric,Automatic Transmission,,600 - 699 HP,Red,Beige,Yes,Abu Dhabi,Dealership/Certified Pre-Owned,439000
-4.762941162704684,-7.802897139078728,47.34329570058731,,6.905191529719952,Kia,Sportage,EX STD,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,Black,Black,No,Dubai,Dealer,42000
-4.8208840262914485,-7.875467588842928,2.585537105368348,1.7969567712184642,,Dodge,Charger,SXT,Sedan,Petrol,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,Grey,Unknown,No,Dubai,Owner,46000
-4.722830789922951,-8.212585574776993,1.4831249428752267,0.7148634178791199,-10.551222772645005,Mercedes-Benz,C-Class,AMG C63S,Sedan,Hybrid,Automatic Transmission,Unknown,600 - 699 HP,Grey,Black,Yes,Dubai,Dealer,645000
-4.618426592898253,-7.986524227206703,732.6839782627638,3.4428744645598925,,BMW,X7,M50i M Sport,SUV,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,White,Tan,Yes,Dubai,Dealer,379000
-4.6402485758921355,,2.713129721693758,2.635654779676413,-7.708269686576479,Toyota,Highlander,Limited,SUV,Petrol,Automatic Transmission,,200 - 299 HP,White,Black,Does not apply,Sharjah,Dealer,139000
-4.813921566566163,-8.094907532274643,49.86405129932511,0.9569018483431351,0.8006377676077436,MINI,Cooper,Cooper,Hatchback,Petrol,Automatic Transmission,1500 - 1999 cc,200 - 299 HP,Black,Black,Yes,Dubai,Owner,75000
-4.662769786596959,-7.592824727817206,31.95467637463828,2.2728427274832055,6.536318522797835,Porsche,Cayenne,Standard,SUV,Petrol,Automatic Transmission,,400 - 499 HP,White,Brown,No,Abu Dhabi,Dealer,119000
-4.742835879825381,-7.8953160084735154,882.2639898765029,2.8308032807766783,4.9724056033179815,Infiniti,QX70,Other,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,Blue,Beige,No,Abu Dhabi,Dealer,74900
-4.736016553727319,-8.024723345588765,0.024772775795195625,1.6221678683830159,4.311718974273909,Jeep,Wrangler,Sport,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,Red,Black,Yes,Dubai,Dealer,119990
-4.875310036053764,-8.23565330986137,4.483572755640801,4.947572613227409,-8.660249173479507,Mercedes-AMG,GT,Other,Sedan,Petrol,Automatic Transmission,4000+ cc,600 - 699 HP,Grey,Black,Yes,Dubai,Dealer,465000
-4.820769525731261,-8.291714334366091,570.4175737047636,0.9983809156264072,-10.451244778272816,Volkswagen,Tiguan,SE,SUV,Petrol,Automatic Transmission,1500 - 1999 cc,200 - 299 HP,White,Beige,No,Sharjah,Dealer,60000
-4.7494140909837945,-7.91452803731554,2.120217265313436,1.0611504697682685,,Mazda,3,S,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,White,Beige,No,Dubai,Dealer,41500
-4.801890955955152,-7.715687252620754,0.6867315309283281,4.740875619544901,13.642449947093485,Mercedes-Benz,S-Class,S 63 AMG,Sedan,Petrol,Automatic Transmission,4000+ cc,500 - 599 HP,White,Black,No,Dubai,Owner,150000
-4.720346614281785,-7.968974214817755,1.7914300665896294,1.343193004109662,-3.774416158464952,Mazda,3,R,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,Unknown,White,Black,No,Sharjah,Owner,28000
-4.815561249216816,-7.988545986949222,0.001409942562237891,6.709440535999217,-8.088898286181514,Ford,Mustang,GT,Sports Car,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Red,Black,Does not apply,Dubai,Dealer,130000
-4.887614785513305,-8.269671223548382,0.0004649526659476069,15.72790599617354,10.6045189912806,Audi,R8,Spyder,Soft Top Convertible,Petrol,Automatic Transmission,,400 - 499 HP,Red,Black,Yes,Dubai,Dealer,299000
-4.77941885974534,-7.91011468371276,11.69729587182915,1.554118447810509,11.492769016990351,Mercedes-Benz,S-Class,S 400,Sedan,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Black,White,Does not apply,Dubai,Dealer,129000
-4.627450206497632,-7.892070472395663,30.0484611498269,1.7830977871387803,6.631338107401743,Mitsubishi,Pajero,GLS Top 5 Door,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,Brown,Beige,Does not apply,Abu Dhabi,Dealer,60000
-4.764416937338694,-7.743953271188764,0.0018678840723369572,34.14501631680096,16.570114921773254,Bentley,Continental,GT,Coupe,Petrol,Automatic Transmission,4000+ cc,500 - 599 HP,White,Tan,Does not apply,Dubai,Dealer,149000
-4.747577696658537,-7.831039662432347,0.9921286794202561,2.9313840049140434,-0.4572621718224546,Land Rover,Range Rover Sport,Supercharged,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,400 - 499 HP,White,Brown,Does not apply,Dubai,Dealer,119000
-4.804942342984589,-8.00050692195178,600.8281087002532,1.01920366129163,-0.14886734552616732,Infiniti,QX30,Luxe,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Gold,Black,No,Dubai,Dealer,90000
-4.833842715941857,,32.111291849784664,4.722971657316938,-3.3660163699991688,Mercedes-Benz,G-Class,G 63 AMG,Wagon,Petrol,Automatic Transmission,Unknown,500 - 599 HP,White,Other Color,No,Dubai,Dealer,690000
-4.860933043761773,-8.108656290594151,0.612043406825165,1.704441013433552,3.150904373356865,Mercedes-Benz,CLS-Class,CLS 53 AMG,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,300 - 399 HP,Silver,Blue,No,Dubai,Owner,170000
-4.774320289744477,-7.581322644616169,124.99816660014042,7.451372075909295,12.33174955789599,Porsche,Cayenne,S,SUV,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Brown,Beige,No,Dubai,Owner,52000
-4.7501405639763075,-8.214302279163155,9.898937383193491,2.5418635529637745,-16.026818853855087,Mercedes-Benz,S-Class,S 500,Sedan,Petrol,Automatic Transmission,Unknown,400 - 499 HP,White,Unknown,No,Dubai,Dealer,499000
-4.630731922546019,-8.016881571218882,119.00960789366817,0.8577112246940848,-5.695856528784687,Toyota,Fortuner,EXR,SUV,Petrol,Automatic Transmission,2500 - 2999 cc,100 - 199 HP,White,Brown,No,Dubai,Dealer,92000
-4.79846365065002,-8.204660310112157,3.7563211525818145,0.7693476901892993,-17.079402512187723,Toyota,Pickup,Other,SUV,Petrol,Automatic Transmission,,200 - 299 HP,Black,Black,Yes,Dubai,Dealer,158000
-4.886717786451595,-8.129177305350767,2.7531008017847096,4.990215308715183,,BMW,M5,Other,Sedan,Petrol,Automatic Transmission,4000+ cc,700 - 799 HP,Grey,Black,Does not apply,Dubai,Owner,178000
-4.767627033381706,-7.220803584018376,48.03417754628167,1.36227798688482,4.141409004915136,Toyota,Rav 4,VX,SUV,Petrol,Automatic Transmission,2500 - 2999 cc,300 - 399 HP,White,Brown,No,Dubai,Owner,56000
-4.7449034966827845,-8.138058070059285,,1.136599268916267,-11.930345226913484,Renault,Koleos,PE,SUV,Petrol,Automatic Transmission,,100 - 199 HP,White,Black,Yes,Dubai,Dealer,71000
-4.945210469423199,-7.89063015688957,0.005069268029727292,1.2190938487469878,2.8150184521214627,Mercedes-Benz,SLK-Class,SLK 200 Kompressor,Hard Top Convertible,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Blue,Beige,No,Dubai,Dealer,75900
-4.982456761361502,-8.038878897975602,0.0033214916780022483,4.744312068611349,,Ferrari,F8 Tributo,Other,Sports Car,Petrol,Automatic Transmission,Unknown,800 - 899 HP,Red,Tan,Yes,Dubai,Owner,1080
-4.828614721744752,-7.971880317310193,11.73467486823829,2.0995004714344736,15.145119538949025,Porsche,Panamera,Standard,Sedan,Petrol,Automatic Transmission,,,White,Beige,Yes,Dubai,Dealer,72500
